raw_title,price,model_id,category,source_type,transform,original_title
Hemilton HEM-265/HEM-264 ‏מקציף חלב,202.0,1207103,מכונות קפה,synthetic_duplicate,llm_variant,‏מקציף חלב Hemilton HEM-265/HEM-264
‏מקציף חלב Hemilton -264,192.0,1207103,מכונות קפה,synthetic_duplicate,llm_variant,‏מקציף חלב Hemilton HEM-265/HEM-264
"Bosch מייבש כביסה 8 ק""ג WTH9281IL",2862.0,1209372,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WTH9281IL  ‏8 ‏ק""ג"
"8 ק""ג Bosch WTH9281IL מייבש כביסה עם משלוח חינם",2261.0,1209372,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WTH9281IL  ‏8 ‏ק""ג"
"WTH9281IL ‏8 ‏ק""ג מייבש כביסה Bosch",2564.0,1209372,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WTH9281IL  ‏8 ‏ק""ג"
"מייבש כביסה Bosch   ‏8 ‏ק""ג",2561.0,1209372,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WTH9281IL  ‏8 ‏ק""ג"
מסך מחשב 27 אינטש Lenovo ThinkVision T27hv-30 63D6UAT3IS QHD יבואן רשמי,1366.0,1210228,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Lenovo ThinkVision T27hv-30 63D6UAT3IS QHD
Lenovo ThinkVision T27hv-30 27 אינטש מסך מחשב QHD צבע שחור,1496.0,1210228,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Lenovo ThinkVision T27hv-30 63D6UAT3IS QHD
Lenovo ThinkVision T27hv-30 63D6UAT3IS QHD מסך מחשב ‏27 ‏אינטש,1227.0,1210228,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Lenovo ThinkVision T27hv-30 63D6UAT3IS QHD
Mag G27IPS 27 אינטש מסך מחשב Full HD משלוח חינם,476.0,1210232,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Mag G27IPS Full HD
מסך מחשב Full HD 27 אינטש Mag G27IPS בצבע שחור,481.0,1210232,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Mag G27IPS Full HD
Mag G27IPS Full HD מסך מחשב ‏27 ‏אינטש,488.0,1210232,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Mag G27IPS Full HD
"AEG ADS754P5WBM מייבש כביסה 7.5 ק""ג יבואן רשמי",1233.0,1210730,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG ADS754P5WBM  ‏7.5 ‏ק""ג"
"מייבש כביסה 7.5 ק""ג AEG ADS754P5WBM בצבע לבן",1177.0,1210730,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG ADS754P5WBM  ‏7.5 ‏ק""ג"
"ADS754P5WBM ‏7.5 ‏ק""ג מייבש כביסה AEG",1312.0,1210730,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG ADS754P5WBM  ‏7.5 ‏ק""ג"
"מייבש כביסה AEG   ‏7.5 ‏ק""ג",1333.0,1210730,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG ADS754P5WBM  ‏7.5 ‏ק""ג"
Sospiro Vibrato 100ml אדפ יוניסקס סוספירו ויברטו,677.0,1215489,בשמים לגבר,synthetic_duplicate,llm_variant,"Sospiro Vibrato Unisex Eau De Parfum Spray 100 ml סוספירו ויברטו אדפ יוניסקס 100 מ""ל"
"אדפ יוניסקס 100 מ""ל Sospiro Vibrato סוספירו ויברטו",659.0,1215489,בשמים לגבר,synthetic_duplicate,llm_variant,"Sospiro Vibrato Unisex Eau De Parfum Spray 100 ml סוספירו ויברטו אדפ יוניסקס 100 מ""ל"
"100 ml סוספירו ויברטו אדפ יוניסקס 100 מ""ל Sospiro Vibrato Unisex Eau De Parfum Spray",551.0,1215489,בשמים לגבר,synthetic_duplicate,llm_variant,"Sospiro Vibrato Unisex Eau De Parfum Spray 100 ml סוספירו ויברטו אדפ יוניסקס 100 מ""ל"
מסך מחשב 27 אינטש Samsung Odyssey G5 WQHD LS27CG552EMXUE,1126.0,1216847,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Samsung Odyssey G5 G55C LS27CG552EMXUE WQHD
Samsung Odyssey G5 27 אינטש מסך מחשב WQHD בצבע שחור,983.0,1216847,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Samsung Odyssey G5 G55C LS27CG552EMXUE WQHD
Odyssey G5 G55C LS27CG552EMXUE WQHD מסך מחשב ‏27 ‏אינטש Samsung,854.0,1216847,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Samsung Odyssey G5 G55C LS27CG552EMXUE WQHD
מסך מחשב  ‏27 ‏אינטש Samsung Odyssey G5 G55C  WQHD,1149.0,1216847,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Samsung Odyssey G5 G55C LS27CG552EMXUE WQHD
Samsung Odyssey G5 32 אינטש WQHD LS32CG552EMXUE מסך מחשב,1347.0,1216848,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏32 ‏אינטש Samsung Odyssey G5 G55C LS32CG552EMXUE WQHD
מסך מחשב 32 אינטש Samsung Odyssey G5 WQHD יבואן רשמי,1207.0,1216848,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏32 ‏אינטש Samsung Odyssey G5 G55C LS32CG552EMXUE WQHD
Odyssey G5 G55C LS32CG552EMXUE WQHD מסך מחשב ‏32 ‏אינטש Samsung,1422.0,1216848,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏32 ‏אינטש Samsung Odyssey G5 G55C LS32CG552EMXUE WQHD
מסך מחשב  ‏32 ‏אינטש Samsung Odyssey G5 G55C  WQHD,1288.0,1216848,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏32 ‏אינטש Samsung Odyssey G5 G55C LS32CG552EMXUE WQHD
Christian Dior Sauvage Elixir בושם לגבר 100ml,817.0,1217017,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Christian Dior Sauvage Elixir E.D.P 100ml
"בושם לגבר 100 מ""ל Christian Dior Sauvage Elixir משלוח חינם",875.0,1217017,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Christian Dior Sauvage Elixir E.D.P 100ml
Sauvage Elixir E.D.P 100ml בושם לגבר Christian Dior,717.0,1217017,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Christian Dior Sauvage Elixir E.D.P 100ml
"Tornado To Go 14 EU מזגן נייד 1.0 כ""ס",837.0,1217086,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן נייד Tornado To Go 14 EU  ‏1.0 ‏כ""ס"
"מזגן נייד Tornado To Go 1.0 כ""ס 14 EU יבואן רשמי",1108.0,1217086,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן נייד Tornado To Go 14 EU  ‏1.0 ‏כ""ס"
"Go 14 EU ‏1.0 ‏כ""ס ‏מזגן נייד Tornado To",880.0,1217086,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן נייד Tornado To Go 14 EU  ‏1.0 ‏כ""ס"
"פרפיום לגבר Le Male Elixir 125 מ""ל - ז'אן פול גוטייה - יבואן רשמי",468.0,1217468,בשמים לגבר,synthetic_duplicate,llm_variant,"לה מאל אליקסיר פרפיום לגבר 125 מ""ל - ז'אן פול גוטייה - Jean Paul Gaultier - Le Male Elixir Parfum For Men 125ML"
"Jean Paul Gaultier - לה מאל אליקסיר בושם לגברים 125 מ""ל - משלוח חינם",387.0,1217468,בשמים לגבר,synthetic_duplicate,llm_variant,"לה מאל אליקסיר פרפיום לגבר 125 מ""ל - ז'אן פול גוטייה - Jean Paul Gaultier - Le Male Elixir Parfum For Men 125ML"
"- Jean Paul Gaultier - Le Male Elixir Parfum For Men 125ML לה מאל אליקסיר פרפיום לגבר 125 מ""ל - ז'אן פול גוטייה",348.0,1217468,בשמים לגבר,synthetic_duplicate,llm_variant,"לה מאל אליקסיר פרפיום לגבר 125 מ""ל - ז'אן פול גוטייה - Jean Paul Gaultier - Le Male Elixir Parfum For Men 125ML"
מכונת אספרסו Smeg ECF02 - יבואן רשמי,1848.0,1218026,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Smeg ECF02
Smeg ECF02 מכונת אספרסו - משלוח חינם,1420.0,1218026,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Smeg ECF02
Smeg ECF02 ‏מכונת אספרסו,1805.0,1218026,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Smeg ECF02
‏מכונת אספרסו Smeg,1592.0,1218026,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Smeg ECF02
מסך מחשב Xiaomi G27i 27 אינטש - Full HD - בצבע שחור,651.0,1220828,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Xiaomi Gaming Monitor G27i P27FBB-RGGL Full HD
Xiaomi Gaming Monitor 27 אינטש G27i P27FBB-RGGL - מסך מחשב Full HD,556.0,1220828,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Xiaomi Gaming Monitor G27i P27FBB-RGGL Full HD
Gaming Monitor G27i P27FBB-RGGL Full HD מסך מחשב ‏27 ‏אינטש Xiaomi,621.0,1220828,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Xiaomi Gaming Monitor G27i P27FBB-RGGL Full HD
Dell UltraSharp 34 אינטש WQHD קעור - דגם U3425WE,2962.0,1221113,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב קעור Dell UltraSharp U3425WE 34.14 WQHD
מסך מחשב קעור Dell U3425WE 34.14 אינטש WQHD,3144.0,1221113,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב קעור Dell UltraSharp U3425WE 34.14 WQHD
UltraSharp U3425WE 34.14 WQHD מסך מחשב קעור Dell,3178.0,1221113,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב קעור Dell UltraSharp U3425WE 34.14 WQHD
"מייבש כביסה בוש 8 ק""ג WTN85203IL - יבואן רשמי",2273.0,1221543,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WTN85203IL  ‏8 ‏ק""ג"
"Bosch 8 ק""ג מייבש כביסה - משלוח חינם",2373.0,1221543,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WTN85203IL  ‏8 ‏ק""ג"
"WTN85203IL ‏8 ‏ק""ג מייבש כביסה Bosch",2347.0,1221543,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WTN85203IL  ‏8 ‏ק""ג"
"מייבש כביסה Bosch   ‏8 ‏ק""ג",2493.0,1221543,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WTN85203IL  ‏8 ‏ק""ג"
מסך מחשב Philips 24 אינטש 24E1N1100A - Full HD - דגם 36208-240-23,372.0,1223839,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏24 ‏אינטש Philips 24E1N1100A 36208-240-23 Full HD
Philips 24 אינטש 24E1N1100A - מסך מחשב Full HD,316.0,1223839,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏24 ‏אינטש Philips 24E1N1100A 36208-240-23 Full HD
Philips 24E1N1100A 36208-240-23 Full HD מסך מחשב ‏24 ‏אינטש,334.0,1223839,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏24 ‏אינטש Philips 24E1N1100A 36208-240-23 Full HD
Philips 27E1N1100A 27 אינטש - מסך מחשב Full HD - דגם 36208-270-27,482.0,1223841,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Philips 27E1N1100A 36208-270-27 Full HD
מסך מחשב 27 אינטש Philips - Full HD 27E1N1100A,476.0,1223841,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Philips 27E1N1100A 36208-270-27 Full HD
Philips 27E1N1100A 36208-270-27 Full HD מסך מחשב ‏27 ‏אינטש,404.0,1223841,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Philips 27E1N1100A 36208-270-27 Full HD
מכונת אספרסו Gaggia EG2109 - יבואן רשמי,938.0,1224100,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Gaggia EG2109
Gaggia EG2109 מכונת אספרסו - משלוח חינם,938.0,1224100,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Gaggia EG2109
Gaggia EG2109 ‏מכונת אספרסו,718.0,1224100,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Gaggia EG2109
‏מכונת אספרסו Gaggia,868.0,1224100,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Gaggia EG2109
"מזגן עילי 1.0 כ""ס בוש Magic Touch Inverter יבואן רשמי",1210.0,1224524,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra Magic Touch Inverter 140  ‏1.0 ‏כ""ס"
"מזגן עילי Inverter Electra Magic Touch 1.0 כ""ס בצבע לבן",1677.0,1224524,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra Magic Touch Inverter 140  ‏1.0 ‏כ""ס"
"Touch Inverter 140 ‏1.0 ‏כ""ס ‏מזגן עילי Electra Magic",1328.0,1224524,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra Magic Touch Inverter 140  ‏1.0 ‏כ""ס"
"מזגן עילי 1.25 כ""ס Electra A יבואן רשמי משלוח חינם",1313.0,1224552,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 170  ‏1.25 ‏כ""ס"
"Electra A 170 1.25 כ""ס מזגן עילי בצבע שחור",1391.0,1224552,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 170  ‏1.25 ‏כ""ס"
"Inverter 170 ‏1.25 ‏כ""ס ‏מזגן עילי Electra A",1724.0,1224552,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 170  ‏1.25 ‏כ""ס"
"מזגן עילי 140 1.0 כ""ס Electra A משלוח חינם",1391.0,1224553,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 140  ‏1.0 ‏כ""ס"
"Electra A 1.0 כ""ס מזגן עילי 140 אינצ' בצבע לבן",1109.0,1224553,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 140  ‏1.0 ‏כ""ס"
"Inverter 140 ‏1.0 ‏כ""ס ‏מזגן עילי Electra A",1105.0,1224553,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 140  ‏1.0 ‏כ""ס"
"מזגן עילי 340 2.5 כ""ס בוש A Inverter יבואן רשמי",3346.0,1224555,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 340  ‏2.5 ‏כ""ס"
"Electra A 2.5 כ""ס מזגן עילי Inverter 340 בצבע שחור",3506.0,1224555,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 340  ‏2.5 ‏כ""ס"
"Inverter 340 ‏2.5 ‏כ""ס ‏מזגן עילי Electra A",2835.0,1224555,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 340  ‏2.5 ‏כ""ס"
"מזגן עילי 3.5 כ""ס Electra A 390 יבואן רשמי",4813.0,1224556,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 390  ‏3.5 ‏כ""ס"
"Electra A Inverter 390 3.5 כ""ס מזגן עילי בצבע לבן",4078.0,1224556,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 390  ‏3.5 ‏כ""ס"
"Inverter 390 ‏3.5 ‏כ""ס ‏מזגן עילי Electra A",4056.0,1224556,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 390  ‏3.5 ‏כ""ס"
"מזגן עילי 4.0 כ""ס Electra A 450 משלוח חינם",5505.0,1224557,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 450  ‏4.0 ‏כ""ס"
"Electra A 450 4.0 כ""ס מזגן עילי בצבע שחור",4372.0,1224557,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 450  ‏4.0 ‏כ""ס"
"Inverter 450 ‏4.0 ‏כ""ס ‏מזגן עילי Electra A",4664.0,1224557,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra A Inverter 450  ‏4.0 ‏כ""ס"
מסך מחשב Dell P2425H 23.8 אינטש Full HD יבואן רשמי,540.0,1224796,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏23.8 ‏אינטש Dell P2425H Full HD
Dell P2425H 23.8 אינטש מסך מחשב Full HD בצבע שחור,593.0,1224796,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏23.8 ‏אינטש Dell P2425H Full HD
Dell P2425H Full HD מסך מחשב ‏23.8 ‏אינטש,490.0,1224796,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏23.8 ‏אינטש Dell P2425H Full HD
מסך מחשב 27 אינטש Full HD Dell P2725H משלוח חינם,600.0,1225071,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Dell P2725H Full HD
Dell P2725H 27 אינטש מסך מחשב Full HD יבואן רשמי,519.0,1225071,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Dell P2725H Full HD
Dell P2725H Full HD מסך מחשב ‏27 ‏אינטש,524.0,1225071,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏27 ‏אינטש Dell P2725H Full HD
מזגן עילי תדיראן Alpha Pro Inverter 140 NG 1.0 כ,1472.0,1225207,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 140 NG  ‏1.0 ‏כ""ס"
מזגן תדיראן 140 NG 1.0 כ,1407.0,1225207,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 140 NG  ‏1.0 ‏כ""ס"
יבואן רשמי,1777.0,1225207,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 140 NG  ‏1.0 ‏כ""ס"
"Inverter 140 NG ‏1.0 ‏כ""ס ‏מזגן עילי Tadiran Alpha Pro",1492.0,1225207,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 140 NG  ‏1.0 ‏כ""ס"
יבואן רשמי מזגן תדיראן Alpha Pro Inverter 180 NG 1.25 כ,2418.0,1225208,מזגנים,synthetic_duplicate,llm_variant,מזגן עילי Tadiran Alpha Pro Inverter 180 NG ‏1.25 ‏כ''ס יבואן רשמי
מזגן 180 NG תדיראן 1.25 כ,1840.0,1225208,מזגנים,synthetic_duplicate,llm_variant,מזגן עילי Tadiran Alpha Pro Inverter 180 NG ‏1.25 ‏כ''ס יבואן רשמי
משלוח חינם,1747.0,1225208,מזגנים,synthetic_duplicate,llm_variant,מזגן עילי Tadiran Alpha Pro Inverter 180 NG ‏1.25 ‏כ''ס יבואן רשמי
180 NG ‏1.25 ‏כ''ס יבואן רשמי מזגן עילי Tadiran Alpha Pro Inverter,2086.0,1225208,מזגנים,synthetic_duplicate,llm_variant,מזגן עילי Tadiran Alpha Pro Inverter 180 NG ‏1.25 ‏כ''ס יבואן רשמי
מזגן עילי תדיראן Alpha Pro Inverter 240 NG 2.0 כ,3130.0,1225209,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 240 NG  ‏2.0 ‏כ""ס"
תדיראן 240 NG 2.0 כ,3413.0,1225209,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 240 NG  ‏2.0 ‏כ""ס"
בצבע שחור,2791.0,1225209,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 240 NG  ‏2.0 ‏כ""ס"
"Inverter 240 NG ‏2.0 ‏כ""ס ‏מזגן עילי Tadiran Alpha Pro",3159.0,1225209,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 240 NG  ‏2.0 ‏כ""ס"
מזגן תדיראן 340 NG עילי Pro Inverter 2.5 כ,3809.0,1225210,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 340 NG  ‏2.5 ‏כ""ס"
תדיראן Inverter 2.5 כ,5102.0,1225210,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 340 NG  ‏2.5 ‏כ""ס"
יבואן רשמי,4312.0,1225210,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 340 NG  ‏2.5 ‏כ""ס"
"Inverter 340 NG ‏2.5 ‏כ""ס ‏מזגן עילי Tadiran Alpha Pro",4941.0,1225210,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 340 NG  ‏2.5 ‏כ""ס"
מזגן 370 NG תדיראן עילי Pro Inverter 3.5 כ,5436.0,1225211,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 370 NG  ‏3.5 ‏כ""ס"
Pro Inverter 3.5 כ,6089.0,1225211,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 370 NG  ‏3.5 ‏כ""ס"
משלוח חינם,5276.0,1225211,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 370 NG  ‏3.5 ‏כ""ס"
"Inverter 370 NG ‏3.5 ‏כ""ס ‏מזגן עילי Tadiran Alpha Pro",5741.0,1225211,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Alpha Pro Inverter 370 NG  ‏3.5 ‏כ""ס"
"Xiaomi Monitor 27 אינטש A27i IPS 27"" Full HD מסך מחשב",445.0,1225416,מסכי מחשב,synthetic_duplicate,llm_variant,"מסך מחשב  ‏27 ‏אינטש Xiaomi Monitor A27i IPS 27"" 81067 Full HD"
מסך מחשב 27 אינטש Xiaomi A27i Full HD,409.0,1225416,מסכי מחשב,synthetic_duplicate,llm_variant,"מסך מחשב  ‏27 ‏אינטש Xiaomi Monitor A27i IPS 27"" 81067 Full HD"
"A27i IPS 27"" 81067 Full HD מסך מחשב ‏27 ‏אינטש Xiaomi Monitor",573.0,1225416,מסכי מחשב,synthetic_duplicate,llm_variant,"מסך מחשב  ‏27 ‏אינטש Xiaomi Monitor A27i IPS 27"" 81067 Full HD"
מכונת אספרסו דלונגי Magnifica Start ECAM220.60.B,2206.0,1225992,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi Magnifica Start ECAM220.60.B
אספרסו דלונגי ECAM220.60.B,2290.0,1225992,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi Magnifica Start ECAM220.60.B
Magnifica Start ECAM220.60.B ‏מכונת אספרסו Delonghi,2364.0,1225992,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi Magnifica Start ECAM220.60.B
‏מכונת אספרסו Delonghi Magnifica Start .60.B,2355.0,1225992,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi Magnifica Start ECAM220.60.B
"מייבש כביסה בוש WQG2419IL 9 ק""ג",2969.0,1226130,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WQG2419IL  ‏9 ‏ק""ג"
"כביסה מייבש WQG2419IL בוש 9 ק""ג",2558.0,1226130,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WQG2419IL  ‏9 ‏ק""ג"
"WQG2419IL ‏9 ‏ק""ג מייבש כביסה Bosch",3089.0,1226130,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WQG2419IL  ‏9 ‏ק""ג"
"מייבש כביסה Bosch   ‏9 ‏ק""ג",3226.0,1226130,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Bosch WQG2419IL  ‏9 ‏ק""ג"
Delonghi Rivelia EXAM440.55 ‏מכונת אספרסו,3515.0,1226172,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi Rivelia EXAM440.55
‏מכונת אספרסו Delonghi Rivelia .55,3105.0,1226172,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi Rivelia EXAM440.55
"EDV754H3WBM ‏7.5 ‏ק""ג מייבש כביסה Electrolux",1213.0,1227058,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EDV754H3WBM  ‏7.5 ‏ק""ג"
"מייבש כביסה Electrolux   ‏7.5 ‏ק""ג",1420.0,1227058,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EDV754H3WBM  ‏7.5 ‏ק""ג"
Gaming Monitor G34WQi UWQHD מסך מחשב Xiaomi Curved,956.0,1228112,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב Xiaomi Curved Gaming Monitor G34WQi UWQHD
מסך מחשב Xiaomi Curved Gaming Monitor G34WQi,1024.0,1228112,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב Xiaomi Curved Gaming Monitor G34WQi UWQHD
"Inverter 150 ‏1.0 ‏כ""ס ‏מזגן עילי Electra AI",1675.0,1229475,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Electra AI Inverter 150  ‏1.0 ‏כ""ס"
"Inverter 140 NG ‏1.0 ‏כ""ס ‏מזגן עילי Tadiran Solo",1207.0,1229828,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Solo Inverter 140 NG  ‏1.0 ‏כ""ס"
"Inverter 180 NG ‏1.25 ‏כ""ס ‏מזגן עילי Tadiran Solo",1458.0,1229829,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Solo Inverter 180 NG  ‏1.25 ‏כ""ס"
"Inverter 240 NG ‏2.0 ‏כ""ס ‏מזגן עילי Tadiran Solo",3220.0,1229830,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Solo Inverter 240 NG  ‏2.0 ‏כ""ס"
"Inverter 340 NG ‏2.5 ‏כ""ס ‏מזגן עילי Tadiran Solo",3580.0,1229831,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Solo Inverter 340 NG  ‏2.5 ‏כ""ס"
"מזגן עילי בוש Solo Inverter 3.5 כ""ס",4748.0,1229832,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Solo Inverter 370 NG  ‏3.5 ‏כ""ס"
יבואן רשמי מזגן עילי Tadiran 370 NG 3.5 HP,5123.0,1229832,מזגנים,synthetic_duplicate,llm_variant,"‏מזגן עילי Tadiran Solo Inverter 370 NG  ‏3.5 ‏כ""ס"
