title_a,price_a,title_b,price_b,model_id_a,model_id_b,category,is_duplicate,difficulty
אוזניות  ‏אלחוטיות Sony WH-1000XM6,1277.0,אוזניות  ‏אלחוטיות Samsung Galaxy Buds Core SM-R410,144.0,1249659,1252156,headphones,False,hard_negative
אוזניות Anker Soundcore Liberty 5 Bluetooth,330.0,אוזניות  ‏אלחוטיות Samsung Galaxy Buds Core SM-R410,144.0,1251814,1252156,headphones,False,hard_negative
אוזניות Anker Soundcore Liberty 5 Bluetooth,330.0,אוזניות  ‏אלחוטיות Apple AirPods Pro 3 MagSafe USB-C MFHP4ZM/A,837.0,1251814,1254417,headphones,False,hard_negative
אוזניות  ‏אלחוטיות Samsung Galaxy Buds Core SM-R410,144.0,אוזניות  ‏אלחוטיות Apple AirPods Pro 3 MagSafe USB-C MFHP4ZM/A,837.0,1252156,1254417,headphones,False,hard_negative
אוזניות  ‏אלחוטיות Samsung Galaxy Buds Core SM-R410,144.0,אוזניות Samsung Galaxy Buds4 Pro SM-R640 True Wireless,582.0,1252156,1263110,headphones,False,hard_negative
אוזניות  ‏אלחוטיות Apple AirPods Pro 3 MagSafe USB-C MFHP4ZM/A,837.0,אוזניות Samsung Galaxy Buds4 Pro SM-R640 True Wireless,582.0,1254417,1263110,headphones,False,hard_negative
מחשב נייד Apple MacBook Air 13 MGN63HB/A MGN93HB/A MGND3HB/A,2659.0,מחשב נייד Asus VivoBook 15 X1504VA-BQ149,2554.0,1099482,1191538,laptops,False,hard_negative
מחשב נייד Apple MacBook Air 13 MGN63HB/A MGN93HB/A MGND3HB/A,2659.0,מחשב נייד Lenovo V15 G4 AMN 82YU0044IV,1029.0,1099482,1194008,laptops,False,hard_negative
מחשב נייד Asus VivoBook 15 X1504VA-BQ149,2554.0,מחשב נייד Lenovo V15 G4 AMN 82YU0044IV,1029.0,1191538,1194008,laptops,False,hard_negative
מחשב נייד Asus VivoBook 15 X1504VA-BQ149,2554.0,מחשב נייד Lenovo IdeaPad Slim 3 15IAH8 83ER003UIV,1890.0,1191538,1203016,laptops,False,hard_negative
מחשב נייד Lenovo V15 G4 AMN 82YU0044IV,1029.0,מחשב נייד Lenovo IdeaPad Slim 3 15IAH8 83ER003UIV,1890.0,1194008,1203016,laptops,False,hard_negative
מחשב נייד Lenovo V15 G4 AMN 82YU0044IV,1029.0,מחשב נייד Lenovo IdeaPad Slim 3 15IRH8 83EM00AXIV,2799.0,1194008,1225445,laptops,False,hard_negative
מחשב נייד Lenovo IdeaPad Slim 3 15IAH8 83ER003UIV,1890.0,מחשב נייד Lenovo IdeaPad Slim 3 15IRH8 83EM00AXIV,2799.0,1203016,1225445,laptops,False,hard_negative
מחשב נייד Lenovo IdeaPad Slim 3 15IAH8 83ER003UIV,1890.0,מחשב נייד Lenovo V14 G4 IRU 83A0007VIV,1215.0,1203016,1237484,laptops,False,hard_negative
מחשב נייד Lenovo IdeaPad Slim 3 15IRH8 83EM00AXIV,2799.0,מחשב נייד Lenovo V14 G4 IRU 83A0007VIV,1215.0,1225445,1237484,laptops,False,hard_negative
מחשב נייד Lenovo IdeaPad Slim 3 15IRH8 83EM00AXIV,2799.0,מחשב נייד Apple MacBook Air 13 M2 MC7U4HB/A MC7V4HB/A MC7W4HB/A MC7X4HB/A,3249.0,1225445,1237766,laptops,False,hard_negative
מחשב נייד Lenovo V14 G4 IRU 83A0007VIV,1215.0,מחשב נייד Apple MacBook Air 13 M2 MC7U4HB/A MC7V4HB/A MC7W4HB/A MC7X4HB/A,3249.0,1237484,1237766,laptops,False,hard_negative
מחשב נייד Lenovo V14 G4 IRU 83A0007VIV,1215.0,מחשב נייד Acer Nitro V15 NH.QSGEC.002,3983.0,1237484,1242460,laptops,False,hard_negative
מחשב נייד Apple MacBook Air 13 M2 MC7U4HB/A MC7V4HB/A MC7W4HB/A MC7X4HB/A,3249.0,מחשב נייד Acer Nitro V15 NH.QSGEC.002,3983.0,1237766,1242460,laptops,False,hard_negative
מחשב נייד Apple MacBook Air 13 M2 MC7U4HB/A MC7V4HB/A MC7W4HB/A MC7X4HB/A,3249.0,מחשב נייד Asus ExpertBook P1 P1503CVA-S70709,1729.0,1237766,1243789,laptops,False,hard_negative
מחשב נייד Acer Nitro V15 NH.QSGEC.002,3983.0,מחשב נייד Asus ExpertBook P1 P1503CVA-S70709,1729.0,1242460,1243789,laptops,False,hard_negative
מחשב נייד Acer Nitro V15 NH.QSGEC.002,3983.0,Asus מחשב נייד ASUS ExpertBook P1 P1403CVA-S60650 בצבע אפור מעושן,2354.0,1242460,1243790,laptops,False,hard_negative
מחשב נייד Asus ExpertBook P1 P1503CVA-S70709,1729.0,Asus מחשב נייד ASUS ExpertBook P1 P1403CVA-S60650 בצבע אפור מעושן,2354.0,1243789,1243790,laptops,False,hard_negative
מחשב נייד Asus ExpertBook P1 P1503CVA-S70709,1729.0,מחשב נייד Apple MacBook Air 13 M4 MW123HB/A MW0Y3HB/A MW0W3HB/A MC6T4HB/A,3449.0,1243789,1244076,laptops,False,hard_negative
Asus מחשב נייד ASUS ExpertBook P1 P1403CVA-S60650 בצבע אפור מעושן,2354.0,מחשב נייד Apple MacBook Air 13 M4 MW123HB/A MW0Y3HB/A MW0W3HB/A MC6T4HB/A,3449.0,1243790,1244076,laptops,False,hard_negative
Asus מחשב נייד ASUS ExpertBook P1 P1403CVA-S60650 בצבע אפור מעושן,2354.0,מחשב נייד Apple MacBook Air 13 M4 MW133HB/A MW103HB/A MW0X3HB/A MC6U4HB/A,3498.0,1243790,1244077,laptops,False,hard_negative
מחשב נייד Apple MacBook Air 13 M4 MW123HB/A MW0Y3HB/A MW0W3HB/A MC6T4HB/A,3449.0,מחשב נייד Apple MacBook Air 13 M4 MW133HB/A MW103HB/A MW0X3HB/A MC6U4HB/A,3498.0,1244076,1244077,laptops,False,hard_negative
מחשב נייד Apple MacBook Air 13 M4 MW123HB/A MW0Y3HB/A MW0W3HB/A MC6T4HB/A,3449.0,מחשב נייד Apple MacBook Air 15 M4 MW1G3HB/A MC7A4HB/A MW1J3HB/A MW1L3HB/A,4390.0,1244076,1244078,laptops,False,hard_negative
מחשב נייד Apple MacBook Air 13 M4 MW133HB/A MW103HB/A MW0X3HB/A MC6U4HB/A,3498.0,מחשב נייד Apple MacBook Air 15 M4 MW1G3HB/A MC7A4HB/A MW1J3HB/A MW1L3HB/A,4390.0,1244077,1244078,laptops,False,hard_negative
מחשב נייד Apple MacBook Air 13 M4 MW133HB/A MW103HB/A MW0X3HB/A MC6U4HB/A,3498.0,מחשב נייד Lenovo Yoga 7 2-in-1 14ILL10 83JQ004SIV,4941.0,1244077,1245785,laptops,False,hard_negative
מחשב נייד Apple MacBook Air 15 M4 MW1G3HB/A MC7A4HB/A MW1J3HB/A MW1L3HB/A,4390.0,מחשב נייד Lenovo Yoga 7 2-in-1 14ILL10 83JQ004SIV,4941.0,1244078,1245785,laptops,False,hard_negative
מחשב נייד Apple MacBook Air 15 M4 MW1G3HB/A MC7A4HB/A MW1J3HB/A MW1L3HB/A,4390.0,מחשב נייד HP ProBook 4 G1i AD2M0ET,2919.0,1244078,1247863,laptops,False,hard_negative
מחשב נייד Lenovo Yoga 7 2-in-1 14ILL10 83JQ004SIV,4941.0,מחשב נייד HP ProBook 4 G1i AD2M0ET,2919.0,1245785,1247863,laptops,False,hard_negative
מחשב נייד Lenovo Yoga 7 2-in-1 14ILL10 83JQ004SIV,4941.0,מחשב נייד HP ProBook 4 G1i AD2L3ET,3345.0,1245785,1247869,laptops,False,hard_negative
מחשב נייד HP ProBook 4 G1i AD2M0ET,2919.0,מחשב נייד HP ProBook 4 G1i AD2L3ET,3345.0,1247863,1247869,laptops,False,hard_negative
מחשב נייד HP ProBook 4 G1i AD2M0ET,2919.0,מחשב נייד HP ProBook 4 G1i AD2M3ET,3448.0,1247863,1247872,laptops,False,hard_negative
מחשב נייד HP ProBook 4 G1i AD2L3ET,3345.0,מחשב נייד HP ProBook 4 G1i AD2M3ET,3448.0,1247869,1247872,laptops,False,hard_negative
מחשב נייד HP ProBook 4 G1i AD2L3ET,3345.0,מחשב נייד HP ProBook 4 G1i AD2M1ET,3356.0,1247869,1247873,laptops,False,hard_negative
מחשב נייד HP ProBook 4 G1i AD2M3ET,3448.0,מחשב נייד HP ProBook 4 G1i AD2M1ET,3356.0,1247872,1247873,laptops,False,hard_negative
מחשב נייד HP ProBook 4 G1i AD2M3ET,3448.0,מחשב נייד Lenovo IdeaPad Slim 3 15IRH10 83K100KPIV,2308.0,1247872,1248137,laptops,False,hard_negative
מחשב נייד HP ProBook 4 G1i AD2M1ET,3356.0,מחשב נייד Lenovo IdeaPad Slim 3 15IRH10 83K100KPIV,2308.0,1247873,1248137,laptops,False,hard_negative
מחשב נייד HP ProBook 4 G1i AD2M1ET,3356.0,מחשב נייד HP OMEN MAX 16-ah0013nj C2PY3EA,6860.0,1247873,1253156,laptops,False,hard_negative
מחשב נייד Lenovo IdeaPad Slim 3 15IRH10 83K100KPIV,2308.0,מחשב נייד HP OMEN MAX 16-ah0013nj C2PY3EA,6860.0,1248137,1253156,laptops,False,hard_negative
מחשב נייד Lenovo IdeaPad Slim 3 15IRH10 83K100KPIV,2308.0,מחשב נייד HP Victus 15-fa2011nj בצבע כסף מיקה C93FLEA,2749.0,1248137,1254725,laptops,False,hard_negative
מחשב נייד HP OMEN MAX 16-ah0013nj C2PY3EA,6860.0,מחשב נייד HP Victus 15-fa2011nj בצבע כסף מיקה C93FLEA,2749.0,1253156,1254725,laptops,False,hard_negative
מחשב נייד HP OMEN MAX 16-ah0013nj C2PY3EA,6860.0,מחשב נייד Lenovo V14 83GU006HIV,1699.0,1253156,1255712,laptops,False,hard_negative
מחשב נייד HP Victus 15-fa2011nj בצבע כסף מיקה C93FLEA,2749.0,מחשב נייד Lenovo V14 83GU006HIV,1699.0,1254725,1255712,laptops,False,hard_negative
מחשב נייד HP Victus 15-fa2011nj בצבע כסף מיקה C93FLEA,2749.0,מחשב נייד לגיימרים Asus TUF Gaming F16 FX607VJB-RL144W בצבע שחור,5280.0,1254725,1256491,laptops,False,hard_negative
מחשב נייד Lenovo V14 83GU006HIV,1699.0,מחשב נייד לגיימרים Asus TUF Gaming F16 FX607VJB-RL144W בצבע שחור,5280.0,1255712,1256491,laptops,False,hard_negative
מחשב נייד Lenovo V14 83GU006HIV,1699.0,מחשב נייד Dell Pro 15 Essential PV15250 PV15250-5005,2049.0,1255712,1257971,laptops,False,hard_negative
מחשב נייד לגיימרים Asus TUF Gaming F16 FX607VJB-RL144W בצבע שחור,5280.0,מחשב נייד Dell Pro 15 Essential PV15250 PV15250-5005,2049.0,1256491,1257971,laptops,False,hard_negative
מחשב נייד לגיימרים Asus TUF Gaming F16 FX607VJB-RL144W בצבע שחור,5280.0,מחשב נייד Asus TUF Gaming F16 FX607VJ-RL016,2792.0,1256491,1259201,laptops,False,hard_negative
מחשב נייד Dell Pro 15 Essential PV15250 PV15250-5005,2049.0,מחשב נייד Asus TUF Gaming F16 FX607VJ-RL016,2792.0,1257971,1259201,laptops,False,hard_negative
מחשב נייד Dell Pro 15 Essential PV15250 PV15250-5005,2049.0,מחשב נייד Dell Pro 15 Essential PV15250-5118,2350.0,1257971,1260183,laptops,False,hard_negative
מחשב נייד Asus TUF Gaming F16 FX607VJ-RL016,2792.0,מחשב נייד Dell Pro 15 Essential PV15250-5118,2350.0,1259201,1260183,laptops,False,hard_negative
מחשב נייד Asus TUF Gaming F16 FX607VJ-RL016,2792.0,מחשב נייד Apple MacBook Air 13″ M5 ‎16GB 512GB Midnight (MDHE4HB/A),4285.0,1259201,1263226,laptops,False,hard_negative
מחשב נייד Dell Pro 15 Essential PV15250-5118,2350.0,מחשב נייד Apple MacBook Air 13″ M5 ‎16GB 512GB Midnight (MDHE4HB/A),4285.0,1260183,1263226,laptops,False,hard_negative
מחשב נייד Dell Pro 15 Essential PV15250-5118,2350.0,מחשב נייד Apple MacBook Neo 13 A18 Pro MHFC4HB/A MHFE4HB/A MHFG4HB/A MHFJ4HB/A,2749.0,1260183,1263241,laptops,False,hard_negative
מחשב נייד Apple MacBook Air 13″ M5 ‎16GB 512GB Midnight (MDHE4HB/A),4285.0,מחשב נייד Apple MacBook Neo 13 A18 Pro MHFC4HB/A MHFE4HB/A MHFG4HB/A MHFJ4HB/A,2749.0,1263226,1263241,laptops,False,hard_negative
מחשב נייד Apple MacBook Air 13″ M5 ‎16GB 512GB Midnight (MDHE4HB/A),4285.0,מחשב נייד Apple MacBook Neo 13 A18 Pro MHFA4HB/A MHFD4HB/A MHFF4HB/A MHFH4HB/A,2369.0,1263226,1263242,laptops,False,hard_negative
מחשב נייד Apple MacBook Neo 13 A18 Pro MHFC4HB/A MHFE4HB/A MHFG4HB/A MHFJ4HB/A,2749.0,מחשב נייד Apple MacBook Neo 13 A18 Pro MHFA4HB/A MHFD4HB/A MHFF4HB/A MHFH4HB/A,2369.0,1263241,1263242,laptops,False,hard_negative
טלפון סלולרי (Samsung Galaxy S25 PLUS 12GB+256GB (SM-S936B/DS,3039.0,טלפון סלולרי Apple iPhone 15 128GB אפל,2749.0,2547,3926,smartphones,False,hard_negative
טלפון סלולרי (Samsung Galaxy S25 PLUS 12GB+256GB (SM-S936B/DS,3039.0,טלפון סלולרי Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM Samsung סמסונג,5999.0,2547,6034,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 15 128GB אפל,2749.0,טלפון סלולרי Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM Samsung סמסונג,5999.0,3926,6034,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 15 128GB אפל,2749.0,טלפון סלולרי Apple iPhone 15 128GB,2016.0,3926,1207018,smartphones,False,hard_negative
טלפון סלולרי Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM Samsung סמסונג,5999.0,טלפון סלולרי Apple iPhone 15 128GB,2016.0,6034,1207018,smartphones,False,hard_negative
טלפון סלולרי Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM Samsung סמסונג,5999.0,טלפון סלולרי Apple iPhone 15 256GB,2498.0,6034,1207020,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 15 128GB,2016.0,טלפון סלולרי Apple iPhone 15 256GB,2498.0,1207018,1207020,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 15 128GB,2016.0,טלפון סלולרי Samsung Galaxy S24 SM-S921B/DS 256GB 8GB RAM,1849.0,1207018,1215643,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 15 256GB,2498.0,טלפון סלולרי Samsung Galaxy S24 SM-S921B/DS 256GB 8GB RAM,1849.0,1207020,1215643,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 15 256GB,2498.0,טלפון סלולרי Apple iPhone 16 Pro Max 256GB,3899.0,1207020,1233992,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S24 SM-S921B/DS 256GB 8GB RAM,1849.0,טלפון סלולרי Apple iPhone 16 Pro Max 256GB,3899.0,1215643,1233992,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S24 SM-S921B/DS 256GB 8GB RAM,1849.0,טלפון סלולרי Apple iPhone 16 128GB,2371.0,1215643,1234002,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 16 Pro Max 256GB,3899.0,טלפון סלולרי Apple iPhone 16 128GB,2371.0,1233992,1234002,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 16 Pro Max 256GB,3899.0,טלפון סלולרי Xiaomi Poco X7 Pro 512GB 12GB RAM,1172.0,1233992,1240775,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 16 128GB,2371.0,טלפון סלולרי Xiaomi Poco X7 Pro 512GB 12GB RAM,1172.0,1234002,1240775,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 16 128GB,2371.0,טלפון סלולרי Samsung Galaxy S25 Plus SM-S936B/DS 256GB 12GB RAM,2625.0,1234002,1241793,smartphones,False,hard_negative
טלפון סלולרי Xiaomi Poco X7 Pro 512GB 12GB RAM,1172.0,טלפון סלולרי Samsung Galaxy S25 Plus SM-S936B/DS 256GB 12GB RAM,2625.0,1240775,1241793,smartphones,False,hard_negative
טלפון סלולרי Xiaomi Poco X7 Pro 512GB 12GB RAM,1172.0,טלפון סלולרי Samsung Galaxy S25 SM-S931B/DS 256GB 12GB RAM,2337.0,1240775,1242015,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S25 Plus SM-S936B/DS 256GB 12GB RAM,2625.0,טלפון סלולרי Samsung Galaxy S25 SM-S931B/DS 256GB 12GB RAM,2337.0,1241793,1242015,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S25 Plus SM-S936B/DS 256GB 12GB RAM,2625.0,טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 512GB 12GB RAM,3532.0,1241793,1242276,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S25 SM-S931B/DS 256GB 12GB RAM,2337.0,טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 512GB 12GB RAM,3532.0,1242015,1242276,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S25 SM-S931B/DS 256GB 12GB RAM,2337.0,טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 256GB 12GB RAM,3190.0,1242015,1242277,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 512GB 12GB RAM,3532.0,טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 256GB 12GB RAM,3190.0,1242276,1242277,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 512GB 12GB RAM,3532.0,טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM,1167.0,1242276,1244496,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 256GB 12GB RAM,3190.0,טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM,1167.0,1242277,1244496,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 256GB 12GB RAM,3190.0,טלפון סלולרי Apple iPhone 17 256GB,2948.0,1242277,1253558,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM,1167.0,טלפון סלולרי Apple iPhone 17 256GB,2948.0,1244496,1253558,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM,1167.0,טלפון סלולרי Apple iPhone 17 Pro Max 256GB,4895.0,1244496,1253615,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 17 256GB,2948.0,טלפון סלולרי Apple iPhone 17 Pro Max 256GB,4895.0,1253558,1253615,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 17 256GB,2948.0,טלפון סלולרי Apple iPhone 17 Pro 512GB,5155.0,1253558,1253617,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 17 Pro Max 256GB,4895.0,טלפון סלולרי Apple iPhone 17 Pro 512GB,5155.0,1253615,1253617,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 17 Pro Max 256GB,4895.0,טלפון סלולרי Apple iPhone 17 Pro Max 512GB,5825.0,1253615,1253618,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 17 Pro 512GB,5155.0,טלפון סלולרי Apple iPhone 17 Pro Max 512GB,5825.0,1253617,1253618,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 17 Pro 512GB,5155.0,טלפון סלולרי Apple iPhone 17 Pro 256GB,4494.0,1253617,1253628,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 17 Pro Max 512GB,5825.0,טלפון סלולרי Apple iPhone 17 Pro 256GB,4494.0,1253618,1253628,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 17 Pro Max 512GB,5825.0,טלפון סלולרי Samsung Galaxy S25 FE SM-S731B/DS 256GB 8GB RAM,1825.0,1253618,1253631,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 17 Pro 256GB,4494.0,טלפון סלולרי Samsung Galaxy S25 FE SM-S731B/DS 256GB 8GB RAM,1825.0,1253628,1253631,smartphones,False,hard_negative
טלפון סלולרי Apple iPhone 17 Pro 256GB,4494.0,טלפון סלולרי OnePlus 15 512GB 16GB RAM,3174.0,1253628,1256028,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S25 FE SM-S731B/DS 256GB 8GB RAM,1825.0,טלפון סלולרי OnePlus 15 512GB 16GB RAM,3174.0,1253631,1256028,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S25 FE SM-S731B/DS 256GB 8GB RAM,1825.0,טלפון סלולרי Xiaomi Redmi Note 15 Pro Plus 512GB 12GB RAM,1585.0,1253631,1260243,smartphones,False,hard_negative
טלפון סלולרי OnePlus 15 512GB 16GB RAM,3174.0,טלפון סלולרי Xiaomi Redmi Note 15 Pro Plus 512GB 12GB RAM,1585.0,1256028,1260243,smartphones,False,hard_negative
טלפון סלולרי OnePlus 15 512GB 16GB RAM,3174.0,טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 512GB 12GB RAM,4397.0,1256028,1262747,smartphones,False,hard_negative
טלפון סלולרי Xiaomi Redmi Note 15 Pro Plus 512GB 12GB RAM,1585.0,טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 512GB 12GB RAM,4397.0,1260243,1262747,smartphones,False,hard_negative
טלפון סלולרי Xiaomi Redmi Note 15 Pro Plus 512GB 12GB RAM,1585.0,טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM,5419.0,1260243,1262748,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 512GB 12GB RAM,4397.0,טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM,5419.0,1262747,1262748,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 512GB 12GB RAM,4397.0,טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM,3888.0,1262747,1262749,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM,5419.0,טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM,3888.0,1262748,1262749,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM,5419.0,טלפון סלולרי Samsung Galaxy S26 SM-S942B/DS 256GB 12GB RAM,2685.0,1262748,1262750,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM,3888.0,טלפון סלולרי Samsung Galaxy S26 SM-S942B/DS 256GB 12GB RAM,2685.0,1262749,1262750,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM,3888.0,טלפון סלולרי Samsung Galaxy S26 Plus SM-S947B/DS 256GB 12GB RAM,3328.0,1262749,1262751,smartphones,False,hard_negative
טלפון סלולרי Samsung Galaxy S26 SM-S942B/DS 256GB 12GB RAM,2685.0,טלפון סלולרי Samsung Galaxy S26 Plus SM-S947B/DS 256GB 12GB RAM,3328.0,1262750,1262751,smartphones,False,hard_negative
"טלוויזיה חכמה 65"" Samsung QLED סמסונג QE65Q60D",3499.0,טלוויזיה Samsung QE75Q7F QLED 4K  ‏75 ‏אינטש,3035.0,3838,940986,tvs,False,hard_negative
"טלוויזיה חכמה 65"" Samsung QLED סמסונג QE65Q60D",3499.0,טלוויזיה Samsung QE65Q7F QLED 4K  ‏65 ‏אינטש,2170.0,3838,940990,tvs,False,hard_negative
טלוויזיה Samsung QE75Q7F QLED 4K  ‏75 ‏אינטש,3035.0,טלוויזיה Samsung QE65Q7F QLED 4K  ‏65 ‏אינטש,2170.0,940986,940990,tvs,False,hard_negative
טלוויזיה Samsung QE75Q7F QLED 4K  ‏75 ‏אינטש,3035.0,טלוויזיה Samsung QE55Q7F 4K  ‏55 ‏אינטש,1884.0,940986,940993,tvs,False,hard_negative
טלוויזיה Samsung QE65Q7F QLED 4K  ‏65 ‏אינטש,2170.0,טלוויזיה Samsung QE55Q7F 4K  ‏55 ‏אינטש,1884.0,940990,940993,tvs,False,hard_negative
טלוויזיה Samsung QE65Q7F QLED 4K  ‏65 ‏אינטש,2170.0,טלוויזיה Xiaomi A Pro L32M8-A2ME  ‏32 ‏אינטש,549.0,940990,1216736,tvs,False,hard_negative
טלוויזיה Samsung QE55Q7F 4K  ‏55 ‏אינטש,1884.0,טלוויזיה Xiaomi A Pro L32M8-A2ME  ‏32 ‏אינטש,549.0,940993,1216736,tvs,False,hard_negative
טלוויזיה Samsung QE55Q7F 4K  ‏55 ‏אינטש,1884.0,טלוויזיה MAG CR32E HD Ready  ‏32 ‏אינטש,345.0,940993,1219131,tvs,False,hard_negative
טלוויזיה Xiaomi A Pro L32M8-A2ME  ‏32 ‏אינטש,549.0,טלוויזיה MAG CR32E HD Ready  ‏32 ‏אינטש,345.0,1216736,1219131,tvs,False,hard_negative
טלוויזיה Xiaomi A Pro L32M8-A2ME  ‏32 ‏אינטש,549.0,"טלוויזיה 55"" Samsung NEO QLED דגם QE55QN85D",4250.0,1216736,1226223,tvs,False,hard_negative
טלוויזיה MAG CR32E HD Ready  ‏32 ‏אינטש,345.0,"טלוויזיה 55"" Samsung NEO QLED דגם QE55QN85D",4250.0,1219131,1226223,tvs,False,hard_negative
טלוויזיה MAG CR32E HD Ready  ‏32 ‏אינטש,345.0,טלוויזיה Samsung QE65Q80D 4K  ‏65 ‏אינטש,2685.0,1219131,1226333,tvs,False,hard_negative
"טלוויזיה 55"" Samsung NEO QLED דגם QE55QN85D",4250.0,טלוויזיה Samsung QE65Q80D 4K  ‏65 ‏אינטש,2685.0,1226223,1226333,tvs,False,hard_negative
"טלוויזיה 55"" Samsung NEO QLED דגם QE55QN85D",4250.0,טלוויזיה Samsung UE98DU9000 4K  ‏98 ‏אינטש,5385.0,1226223,1227963,tvs,False,hard_negative
טלוויזיה Samsung QE65Q80D 4K  ‏65 ‏אינטש,2685.0,טלוויזיה Samsung UE98DU9000 4K  ‏98 ‏אינטש,5385.0,1226333,1227963,tvs,False,hard_negative
טלוויזיה Samsung QE65Q80D 4K  ‏65 ‏אינטש,2685.0,טלוויזיה TCL C6K 65C6K 4K  ‏65 ‏אינטש,2527.0,1226333,1247491,tvs,False,hard_negative
טלוויזיה Samsung UE98DU9000 4K  ‏98 ‏אינטש,5385.0,טלוויזיה TCL C6K 65C6K 4K  ‏65 ‏אינטש,2527.0,1227963,1247491,tvs,False,hard_negative
טלוויזיה Samsung UE98DU9000 4K  ‏98 ‏אינטש,5385.0,טלוויזיה TCL 65C7K 4K  ‏65 ‏אינטש,3369.0,1227963,1248992,tvs,False,hard_negative
טלוויזיה TCL C6K 65C6K 4K  ‏65 ‏אינטש,2527.0,טלוויזיה TCL 65C7K 4K  ‏65 ‏אינטש,3369.0,1247491,1248992,tvs,False,hard_negative
טלוויזיה TCL C6K 65C6K 4K  ‏65 ‏אינטש,2527.0,טלוויזיה LG OLED77B56LA 4K  ‏77 ‏אינטש,6812.0,1247491,1250748,tvs,False,hard_negative
טלוויזיה TCL 65C7K 4K  ‏65 ‏אינטש,3369.0,טלוויזיה LG OLED77B56LA 4K  ‏77 ‏אינטש,6812.0,1248992,1250748,tvs,False,hard_negative
